ts_utc_iso,ts_epoch,level,logger,event,msg_template,message,ticker,side,action,qty,price_cents,price_dollars,spot_usd,strike_usd,strike_src,tte_s,mode,time_in_force,fee_assumption,ev_after_fees,p_yes,p_no,market_p_yes,market_p_no,reason,order_id,diff_pct,max_pct,error,error_type,arg0,arg1,arg2,arg3,arg4,arg5,arg6,arg7,arg8,arg9,arg10,arg11,arg12,arg13,arg14,arg15,arg16,arg17,arg18,arg19,fields_json,exception
2026-01-16T01:27:15.580034+00:00,1768526835.580034,INFO,__main__,,01:27:15Z  KXBTC15M-26JAN152030-30  tte=2m44s  spot=$95539.05  strike=$95454.42  fee_mode=taker  fee/c=$0.0100  p_up=96.67%  mkt=95.00%  EV_yes=0.67%  EV_no=-3.67%  decision=YES  kelly=3.35%  qty=0,01:27:15Z  KXBTC15M-26JAN152030-30  tte=2m44s  spot=$95539.05  strike=$95454.42  fee_mode=taker  fee/c=$0.0100  p_up=96.67%  mkt=95.00%  EV_yes=0.67%  EV_no=-3.67%  decision=YES  kelly=3.35%  qty=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:27:21.732308+00:00,1768526841.732308,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:27:21.792616+00:00,1768526841.792616,INFO,__main__,,01:27:21Z  KXBTC15M-26JAN152030-30  tte=2m38s  spot=$95539.05  strike=$95454.42  fee_mode=taker  fee/c=$0.0100  p_up=96.67%  mkt=95.00%  EV_yes=0.67%  EV_no=-3.67%  decision=YES  kelly=3.35%  qty=0,01:27:21Z  KXBTC15M-26JAN152030-30  tte=2m38s  spot=$95539.05  strike=$95454.42  fee_mode=taker  fee/c=$0.0100  p_up=96.67%  mkt=95.00%  EV_yes=0.67%  EV_no=-3.67%  decision=YES  kelly=3.35%  qty=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:27:27.949991+00:00,1768526847.949991,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:27:28.007402+00:00,1768526848.007402,INFO,__main__,,01:27:27Z  KXBTC15M-26JAN152030-30  tte=2m32s  spot=$95539.05  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=96.67%  mkt=97.00%  EV_yes=-1.33%  EV_no=-2.67%  decision=-  kelly=-  qty=-,01:27:27Z  KXBTC15M-26JAN152030-30  tte=2m32s  spot=$95539.05  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=96.67%  mkt=97.00%  EV_yes=-1.33%  EV_no=-2.67%  decision=-  kelly=-  qty=-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:27:33.995330+00:00,1768526853.995330,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:27:34.054370+00:00,1768526854.054370,INFO,__main__,,01:27:33Z  KXBTC15M-26JAN152030-30  tte=2m26s  spot=$95539.05  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=96.67%  mkt=98.00%  EV_yes=-2.33%  EV_no=-2.67%  decision=-  kelly=-  qty=-,01:27:33Z  KXBTC15M-26JAN152030-30  tte=2m26s  spot=$95539.05  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=96.67%  mkt=98.00%  EV_yes=-2.33%  EV_no=-2.67%  decision=-  kelly=-  qty=-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:27:40.106273+00:00,1768526860.106273,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:27:40.160586+00:00,1768526860.160586,INFO,__main__,,01:27:39Z  KXBTC15M-26JAN152030-30  tte=2m20s  spot=$95556.44  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=98.10%  mkt=98.00%  EV_yes=-0.90%  EV_no=-3.10%  decision=-  kelly=-  qty=-,01:27:39Z  KXBTC15M-26JAN152030-30  tte=2m20s  spot=$95556.44  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=98.10%  mkt=98.00%  EV_yes=-0.90%  EV_no=-3.10%  decision=-  kelly=-  qty=-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:27:46.181086+00:00,1768526866.181086,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:27:46.238877+00:00,1768526866.238877,INFO,__main__,,01:27:45Z  KXBTC15M-26JAN152030-30  tte=2m14s  spot=$95560.12  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=98.10%  mkt=98.00%  EV_yes=-0.90%  EV_no=-3.10%  decision=-  kelly=-  qty=-,01:27:45Z  KXBTC15M-26JAN152030-30  tte=2m14s  spot=$95560.12  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=98.10%  mkt=98.00%  EV_yes=-0.90%  EV_no=-3.10%  decision=-  kelly=-  qty=-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:27:52.252882+00:00,1768526872.252882,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:27:52.304554+00:00,1768526872.304554,INFO,__main__,,01:27:51Z  KXBTC15M-26JAN152030-30  tte=2m08s  spot=$95547.76  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=97.93%  mkt=99.00%  EV_yes=-2.07%  EV_no=-0.93%  decision=-  kelly=-  qty=-,01:27:51Z  KXBTC15M-26JAN152030-30  tte=2m08s  spot=$95547.76  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=97.93%  mkt=99.00%  EV_yes=-2.07%  EV_no=-0.93%  decision=-  kelly=-  qty=-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:27:58.217424+00:00,1768526878.217424,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:27:58.276129+00:00,1768526878.276129,INFO,__main__,,01:27:57Z  KXBTC15M-26JAN152030-30  tte=2m02s  spot=$95547.76  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=97.93%  mkt=99.00%  EV_yes=-2.07%  EV_no=-1.93%  decision=-  kelly=-  qty=-,01:27:57Z  KXBTC15M-26JAN152030-30  tte=2m02s  spot=$95547.76  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=97.93%  mkt=99.00%  EV_yes=-2.07%  EV_no=-1.93%  decision=-  kelly=-  qty=-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:28:04.139997+00:00,1768526884.139997,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:28:04.196000+00:00,1768526884.196000,INFO,__main__,,01:28:03Z  KXBTC15M-26JAN152030-30  tte=1m56s  spot=$95543.41  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=99.79%  mkt=99.00%  EV_yes=-0.21%  EV_no=-2.79%  decision=-  kelly=-  qty=-,01:28:03Z  KXBTC15M-26JAN152030-30  tte=1m56s  spot=$95543.41  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=99.79%  mkt=99.00%  EV_yes=-0.21%  EV_no=-2.79%  decision=-  kelly=-  qty=-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:28:10.102903+00:00,1768526890.102903,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:28:10.157881+00:00,1768526890.157881,INFO,__main__,,01:28:09Z  KXBTC15M-26JAN152030-30  tte=1m50s  spot=$95543.40  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=99.79%  mkt=99.00%  EV_yes=-0.21%  EV_no=-2.79%  decision=-  kelly=-  qty=-,01:28:09Z  KXBTC15M-26JAN152030-30  tte=1m50s  spot=$95543.40  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=99.79%  mkt=99.00%  EV_yes=-0.21%  EV_no=-2.79%  decision=-  kelly=-  qty=-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:28:16.158863+00:00,1768526896.158863,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:28:16.212534+00:00,1768526896.212534,INFO,__main__,,01:28:15Z  KXBTC15M-26JAN152030-30  tte=1m44s  spot=$95543.41  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=99.79%  mkt=99.00%  EV_yes=0.79%  EV_no=-1.79%  decision=YES  kelly=7.94%  qty=1,01:28:15Z  KXBTC15M-26JAN152030-30  tte=1m44s  spot=$95543.41  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=99.79%  mkt=99.00%  EV_yes=0.79%  EV_no=-1.79%  decision=YES  kelly=7.94%  qty=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:28:16.212938+00:00,1768526896.212938,INFO,tradebot.tools.order_execution,ENTRY_BLOCK,ENTRY_BLOCK %s side=%s ev_after_fees=%.4f <= min_entry_edge=%.4f,ENTRY_BLOCK KXBTC15M-26JAN152030-30 side=YES ev_after_fees=0.0079 <= min_entry_edge=0.0250,KXBTC15M-26JAN152030-30,YES,,,,,95543.41,95454.42,floor_strike,104,,,,0.007939169406890878,,,,,ev_below_min_entry_edge,,,,,,KXBTC15M-26JAN152030-30,YES,0.007939169406890878,0.025,,,,,,,,,,,,,,,,,"{""ev_after_fees"": 0.007939169406890878, ""reason"": ""ev_below_min_entry_edge"", ""side"": ""YES"", ""spot_usd"": 95543.41, ""strike_src"": ""floor_strike"", ""strike_usd"": 95454.42, ""ticker"": ""KXBTC15M-26JAN152030-30"", ""tte_s"": 104}",
2026-01-16T01:28:22.269351+00:00,1768526902.269351,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:28:22.321500+00:00,1768526902.321500,INFO,__main__,,01:28:21Z  KXBTC15M-26JAN152030-30  tte=1m38s  spot=$95543.41  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=99.79%  mkt=99.00%  EV_yes=0.79%  EV_no=-1.79%  decision=YES  kelly=7.94%  qty=1,01:28:21Z  KXBTC15M-26JAN152030-30  tte=1m38s  spot=$95543.41  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=99.79%  mkt=99.00%  EV_yes=0.79%  EV_no=-1.79%  decision=YES  kelly=7.94%  qty=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:28:22.321901+00:00,1768526902.321901,INFO,tradebot.tools.order_execution,ENTRY_BLOCK,ENTRY_BLOCK %s side=%s ev_after_fees=%.4f <= min_entry_edge=%.4f,ENTRY_BLOCK KXBTC15M-26JAN152030-30 side=YES ev_after_fees=0.0079 <= min_entry_edge=0.0250,KXBTC15M-26JAN152030-30,YES,,,,,95543.41,95454.42,floor_strike,98,,,,0.007939169406890878,,,,,ev_below_min_entry_edge,,,,,,KXBTC15M-26JAN152030-30,YES,0.007939169406890878,0.025,,,,,,,,,,,,,,,,,"{""ev_after_fees"": 0.007939169406890878, ""reason"": ""ev_below_min_entry_edge"", ""side"": ""YES"", ""spot_usd"": 95543.41, ""strike_src"": ""floor_strike"", ""strike_usd"": 95454.42, ""ticker"": ""KXBTC15M-26JAN152030-30"", ""tte_s"": 98}",
2026-01-16T01:28:28.225954+00:00,1768526908.225954,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:28:28.278618+00:00,1768526908.278618,INFO,__main__,,01:28:27Z  KXBTC15M-26JAN152030-30  tte=1m32s  spot=$95543.40  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=99.79%  mkt=99.00%  EV_yes=0.79%  EV_no=-1.79%  decision=YES  kelly=7.94%  qty=1,01:28:27Z  KXBTC15M-26JAN152030-30  tte=1m32s  spot=$95543.40  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=99.79%  mkt=99.00%  EV_yes=0.79%  EV_no=-1.79%  decision=YES  kelly=7.94%  qty=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:28:28.279087+00:00,1768526908.279087,INFO,tradebot.tools.order_execution,ENTRY_BLOCK,ENTRY_BLOCK %s side=%s ev_after_fees=%.4f <= min_entry_edge=%.4f,ENTRY_BLOCK KXBTC15M-26JAN152030-30 side=YES ev_after_fees=0.0079 <= min_entry_edge=0.0250,KXBTC15M-26JAN152030-30,YES,,,,,95543.4,95454.42,floor_strike,92,,,,0.007939169406890878,,,,,ev_below_min_entry_edge,,,,,,KXBTC15M-26JAN152030-30,YES,0.007939169406890878,0.025,,,,,,,,,,,,,,,,,"{""ev_after_fees"": 0.007939169406890878, ""reason"": ""ev_below_min_entry_edge"", ""side"": ""YES"", ""spot_usd"": 95543.4, ""strike_src"": ""floor_strike"", ""strike_usd"": 95454.42, ""ticker"": ""KXBTC15M-26JAN152030-30"", ""tte_s"": 92}",
2026-01-16T01:28:34.354831+00:00,1768526914.354831,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:28:34.407924+00:00,1768526914.407924,INFO,__main__,,01:28:33Z  KXBTC15M-26JAN152030-30  tte=1m26s  spot=$95543.41  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=99.79%  mkt=99.00%  EV_yes=0.79%  EV_no=-1.79%  decision=YES  kelly=7.94%  qty=1,01:28:33Z  KXBTC15M-26JAN152030-30  tte=1m26s  spot=$95543.41  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=99.79%  mkt=99.00%  EV_yes=0.79%  EV_no=-1.79%  decision=YES  kelly=7.94%  qty=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:28:34.408348+00:00,1768526914.408348,INFO,tradebot.tools.order_execution,ENTRY_BLOCK,ENTRY_BLOCK %s side=%s ev_after_fees=%.4f <= min_entry_edge=%.4f,ENTRY_BLOCK KXBTC15M-26JAN152030-30 side=YES ev_after_fees=0.0079 <= min_entry_edge=0.0250,KXBTC15M-26JAN152030-30,YES,,,,,95543.41,95454.42,floor_strike,86,,,,0.007939169406890878,,,,,ev_below_min_entry_edge,,,,,,KXBTC15M-26JAN152030-30,YES,0.007939169406890878,0.025,,,,,,,,,,,,,,,,,"{""ev_after_fees"": 0.007939169406890878, ""reason"": ""ev_below_min_entry_edge"", ""side"": ""YES"", ""spot_usd"": 95543.41, ""strike_src"": ""floor_strike"", ""strike_usd"": 95454.42, ""ticker"": ""KXBTC15M-26JAN152030-30"", ""tte_s"": 86}",
2026-01-16T01:28:40.382130+00:00,1768526920.382130,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:28:40.437723+00:00,1768526920.437723,INFO,__main__,,01:28:39Z  KXBTC15M-26JAN152030-30  tte=1m20s  spot=$95543.41  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=99.79%  mkt=99.00%  EV_yes=0.79%  EV_no=-1.79%  decision=YES  kelly=7.94%  qty=1,01:28:39Z  KXBTC15M-26JAN152030-30  tte=1m20s  spot=$95543.41  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=99.79%  mkt=99.00%  EV_yes=0.79%  EV_no=-1.79%  decision=YES  kelly=7.94%  qty=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
